"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","자동차야영장업","03_11_05_P","4500000","CDFI2262142015000002","2015-06-09","","01","영업/정상","13","영업중","","","","","042-825-9597","","314-924","충청남도 공주시 반포면 학봉리 산 19-41","충청남도 공주시 반포면 동학사2로 115-16","32626","계룡산동학사자동차야영장","2023-05-04 11:15:24","U","2023-05-07 02:40:00","","221626.007905893","317460.330781707","자동차야영장업","","전용주거지역","1","기타","","","체육시설","1","0","0","0","","","0","0","","0","0","","0","107.21","","0","","","","","","","0","","","","107",
"12","자동차야영장업","03_11_05_P","4500000","CDFI2262142024000002","2024-06-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 유구읍 명곡리 212-1","충청남도 공주시 유구읍 명곡2길 149-6","32503","반하면 오토캠핑장","2024-06-19 17:29:59","I","2024-06-21 00:14:08","","195711.032367943","346004.102867325","자동차야영장업","","관리지역","2","기타","","","기타","2","0","0","0","","","0","0","","0","0","","0","299.48","","0","","","","","","","0","","","","299",
"13","자동차야영장업","03_11_05_P","4500000","CDFI2262142023000001","2023-05-04","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 유구읍 입석리 20-7","충청남도 공주시 유구읍 명곡1길 71","32503","제이제이오토캠핑장","2023-05-04 11:15:48","I","2023-05-07 00:20:08","","196817.283490455","344636.411995796","자동차야영장업","","","1","기타","","","기타","1","0","0","75","","","0","0","","0","0","","0","74.52","","0","","","","","","","0","","","","75",
"14","자동차야영장업","03_11_05_P","4500000","CDFI2262142024000001","2024-04-12","","01","영업/정상","13","영업중","","","","","041-881-3007","","","충청남도 공주시 계룡면 중장리 138","충청남도 공주시 계룡면 갑사로 451","32615","계룡산 갑사자동차야영장","2024-04-12 11:09:42","I","2024-04-14 00:15:05","","215908.182120761","319132.774379416","자동차야영장업","","","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","212.3","","0","","","","","","","0","","","","212",
"15","자동차야영장업","03_11_05_P","4500000","CDFI2262142023000002","2023-10-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 공주시 우성면 봉현리 262-1","충청남도 공주시 우성면 용봉입동로 524","32534","공주교육가족체험장","2023-11-10 10:57:52","U","2023-11-12 02:40:00","","198800.017116818","329261.718513309","자동차야영장업","","","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","8102","","0","","","","","","","0","","","","8102",
"16","자동차야영장업","03_11_05_P","4510000","CDFI2262142014000001","2014-05-22","","02","휴업","02","휴업","","2022-12-01","2023-03-31","","","","355-851","충청남도 보령시 웅천읍 관당리 806-9","","","무창포해수욕장 오토캠핑장","2022-12-05 11:33:27","U","2022-12-07 02:40:00","","158194.599475073","304602.802755238","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","6509","","0","","","","","","","3000000","","","","6509",
"17","자동차야영장업","03_11_05_P","4510000","CDFI2262142015000001","2015-08-10","","01","영업/정상","13","영업중","","","","","041-934-6362","","","충청남도 보령시 웅천읍 독산리 279 , 279-2, 279-3, 279-4, 280, 동뒤마을길 49-24","충청남도 보령시 웅천읍 동뒤마을길 49-24","33509","무창포카라반파크","2023-08-03 10:58:12","U","2023-08-05 02:40:00","","158049.568062834","304133.128570361","자동차야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"18","자동차야영장업","03_11_05_P","4510000","CDFI2262142024000001","2024-06-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 성주면 성주리 20-22","충청남도 보령시 성주면 심원계곡로 334","33485","이안힐링랜드","2024-07-17 19:19:07","U","2024-07-19 02:40:00","","170995.147799828","316275.341758357","자동차야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1179","","0","","","","","","","0","","","","1179",
"19","자동차야영장업","03_11_05_P","4510000","CDFI2262142022000001","2022-03-24","","01","영업/정상","13","영업중","","","","","041-935-1182","","","충청남도 보령시 오천면 원산도리 177-16","충청남도 보령시 오천면 원산도4길 59","33411","원산도비치캠핑장","2022-03-24 14:04:39","I","2022-03-26 00:22:34","","149161.59836982","318397.664973311","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"20","자동차야영장업","03_11_05_P","4510000","CDFI2262142022000002","2022-07-20","","01","영업/정상","13","영업중","","","","","0419351005","","","충청남도 보령시 미산면 은현리 212","","","그리고 캠핑장","2022-07-20 09:45:38","I","2022-07-23 00:22:29","","172505.557612203","302997.189556573","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"21","자동차야영장업","03_11_05_P","4510000","CDFI2262142023000001","2023-10-05","","01","영업/정상","13","영업중","","","","","","","","충청남도 보령시 청소면 진죽리 741-151","충청남도 보령시 청소면 송덕신송길 219","33418","캠프타임 캠핑장","2024-01-24 17:16:53","U","2024-01-26 02:40:00","","161388.86665453","329054.969712213","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","자동차야영장업","03_11_05_P","4520000","CDFI2262142015000001","2015-07-02","","01","영업/정상","13","영업중","","","","","041 547 7882","","","충청남도 아산시 선장면 죽산리 202-2","충청남도 아산시 선장면 학성로 214","31544","아산글램핑캠핑장","2023-09-21 18:41:09","U","2023-09-23 02:40:00","","191498.769657706","364459.019467337","자동차야영장업","","","0","","","","","0","0","0","185","Asan Glamping Camping","Auto Camping Business","0","0","","0","0","","0","7728","","0","","","","","","","0","","","","7728",
"23","자동차야영장업","03_11_05_P","4530000","CDFI2262142020000001","2020-06-18","","01","영업/정상","13","영업중","","","","","041-688-0999","","","충청남도 서산시 해미면 읍내리 4-5 해미읍성 캠핑장","충청남도 서산시 해미면 동문1길 40, 해미읍성 캠핑장","31960","해미읍성역사캠핑장","2023-05-16 13:19:45","U","2023-05-18 02:40:00","","159945.771467161","356875.561967644","자동차야영장업","","","","","","","","","","","","","","","","","","","","","6407","","","","","","","","","","","","","6407",
"24","자동차야영장업","03_11_05_P","4540000","CDFI2262142015000002","2015-06-30","","02","휴업","02","휴업","","2020-10-19","2021-10-18","","041 733 1002","","320-881","충청남도 논산시 벌곡면 대덕리 222-1","충청남도 논산시 벌곡면 수락로 669-54","33026","유토피아 오토캠핑장","2020-10-20 16:50:15","U","2020-10-22 02:40:00","","226175.831016637","299600.565120432","자동차야영장업","","","","","","","근린생활시설","","","","","","","","","","","","","","12367","","","","","","","","","","","","","12367",
"25","자동차야영장업","03_11_05_P","4540000","CDFI2262142018000001","2018-07-04","","01","영업/정상","13","영업중","","","","","041-741-5060","","","충청남도 논산시 연무읍 동산리 726-8","충청남도 논산시 연무읍 안심로220번길 60-24","33009","테하스랜드 글램핑장","2020-09-16 15:39:20","U","2020-09-18 02:40:00","","209483.237931659","293363.01926323","자동차야영장업","","관리지역","1","기타","","","문화시설","1","","","","","","","","","","","","","2400","","","","","","","","","","","","","2400",
"26","자동차야영장업","03_11_05_P","4540000","CDFI2262142015000001","2015-06-08","","01","영업/정상","13","영업중","","","","","","","320-881","충청남도 논산시 벌곡면 대덕리 346","충청남도 논산시 벌곡면 수락로517번길 36-5","33026","벌곡오토캠핑장","2020-09-16 15:12:12","U","2020-09-18 02:40:00","","226146.917892624","299167.258419992","자동차야영장업","","","","","","","문화시설","","","","","","","","","","","","","","3100","","","","","","","","","","","","","3100",
"27","자동차야영장업","03_11_05_P","4540000","CDFI2262142016000001","2016-06-01","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 연산면 신양리 18번지","충청남도 논산시 연산면 신신양로 187-8","32911","연산황산벌 오토캠핑장","2018-09-05 13:34:15","U","2018-09-05 23:59:59","","220752.101882537","298564.310742427","자동차야영장업","","","","","","","","","","","","","","","","","","","","","3969","","","","","","","","","","","","","3969",
"28","자동차야영장업","03_11_05_P","4540000","CDFI2262142024000001","2024-06-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 덕목리 6-1","충청남도 논산시 벌곡면 수락로 901-35","33026","큰마당 캠핑장","2024-06-28 13:09:32","I","2024-06-30 00:14:00","","","","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2270","","0","","","","","","","0","","","","2270",
"29","자동차야영장업","03_11_05_P","4540000","CDFI2262142020000001","2020-07-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 수락리 99-11","충청남도 논산시 벌곡면 수락계곡길 274-15","33028","대둔산 수락캠핑장","2021-09-02 14:13:12","U","2021-09-04 02:40:00","","227109.197888852","293516.95520423","자동차야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"30","자동차야영장업","03_11_05_P","4540000","CDFI2262142022000001","2022-12-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 노성면 병사리 353-4","충청남도 논산시 노성면 노성로322번길 42-10","32902","더 코지 캠핑장","2022-12-29 15:42:20","I","2022-12-31 00:40:25","","209223.565527104","308536.404632102","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"31","자동차야영장업","03_11_05_P","4540000","CDFI2262142021000001","2021-02-10","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 대덕리 222-1","충청남도 논산시 벌곡면 수락로 669-54","33026","별바라기 캠핑 펜션","2023-12-15 17:39:32","U","2023-12-17 02:40:00","","226175.831016637","299600.565120432","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"32","자동차야영장업","03_11_05_P","4550000","CDFI2262142015000001","2015-03-30","","01","영업/정상","13","영업중","","","","","","","312-822","충청남도 금산군 제원면 저곡리 26","충청남도 금산군 제원면 닥실길 16","32720","국민여가캠핑장","2024-04-01 10:23:36","U","2024-04-03 02:40:00","","251153.021724707","289569.293784286","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","자동차야영장업","03_11_05_P","4550000","CDFI2262142015000002","2015-03-30","","01","영업/정상","13","영업중","","","","","041-750-2256","","","충청남도 금산군 제원면 용화리 217-1","충청남도 금산군 제원면 달고개길 124","32720","인삼골오토캠핑장","2023-11-20 16:31:02","U","2023-11-22 02:40:00","","252838.107026611","287637.594834913","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"34","자동차야영장업","03_11_05_P","4550000","CDFI2262142021000002","2021-12-21","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 진산면 만악리 248","충청남도 금산군 진산면 초미동길 138-10, 금산만악리수목원오토캠핑장","32706","금산만악리수목원 오토캠핑장","2021-12-21 09:51:58","I","2021-12-23 00:22:42","","239297.46570112","294972.760486821","자동차야영장업","","관리지역","1","기타","","DB손해보험","기타","1","0","0","193","","","0","0","","0","0","","0","193.41","","0","","","","","","","1066000000","","","","193",
"35","자동차야영장업","03_11_05_P","4550000","CDFI2262142021000001","2021-08-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 남이면 하금리 485","충청남도 금산군 남이면 진악로 138-2","32751","진악산오토캠핑장","2023-10-17 13:57:39","U","2023-10-19 02:40:00","","239175.207346423","284108.380758058","자동차야영장업","","관리지역","1","기타","","","근린생활시설","1","0","0","245","","","0","0","","0","0","","0","245","","0","","","","","","","100000000","","","","245",
"36","자동차야영장업","03_11_05_P","4550000","CDFI2262142022000002","2022-09-06","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 부리면 예미리 1-2","충청남도 금산군 부리면 적벽강로 398","32755","라곰글램핑","2022-09-06 10:35:02","I","2022-09-08 00:22:27","","253036.73752361","285699.396001698","자동차야영장업","","관리지역","0","기타","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","7915","","0","","","","","","","0","","","","7915",
"37","자동차야영장업","03_11_05_P","4550000","CDFI2262142022000001","2022-07-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 남이면 하금리 329-3","충청남도 금산군 남이면 휴양림로 375-15","32751","금산 자연 오토캠핑장","2022-07-29 09:20:39","I","2022-07-31 00:22:29","","238765.436382288","282549.260250387","자동차야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","2990","","0","","","","","","","10000000","","","","2990",
"38","자동차야영장업","03_11_05_P","4570000","CDFI2262142015000001","2015-07-27","","01","영업/정상","13","영업중","","","","","041 836 1332","","323-843","충청남도 부여군 홍산면 상천리 585번지","충청남도 부여군 홍산면 삽티로 465","33202","홍산관광농원 캠핑장","2015-07-27 12:53:00","I","2018-08-31 23:59:59","","177216.559013013","305819.381885317","자동차야영장업","","관리지역","","기타","","","근린생활시설","1","","","","","","","","","","","","","14533","","","","","","","","","500000000","","","","14533",
"39","자동차야영장업","03_11_05_P","4570000","CDFI2262142015000002","2015-09-01","","01","영업/정상","13","영업중","","","","","","","","충청남도 부여군 규암면 호암리 271","충청남도 부여군 규암면 왕흥로 424","33114","백마강카라반오토캠핑장","2023-12-14 17:02:37","U","2023-12-16 02:40:00","","192323.801839071","311148.221972628","자동차야영장업","","자연녹지지역","","","","","기타","","","","","","","","","","","","","","4860","","","","","","","","","100000000","","","","4860",
"40","자동차야영장업","03_11_05_P","4570000","CDFI2262142021000001","2021-09-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 부여군 장암면 원문리 137","충청남도 부여군 장암면 장암로 67-28","33183","느루 캠핑장","2021-09-15 13:09:17","I","2021-09-17 00:22:49","","189841.967175135","304134.417181025","자동차야영장업","","관리지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","178.14","","0","","","","","","","200000000","","","","178",
"41","자동차야영장업","03_11_05_P","4580000","CDFI2262142023000001","2023-09-08","","01","영업/정상","13","영업중","","","","","02-2133-6671","","","충청남도 서천군 마서면 장선리 122-6","충청남도 서천군 마서면 옥도로498번길 27","33656","서천 금빛노을 서울캠핑장","2023-09-08 14:15:13","I","2023-09-10 00:18:09","","174531.626361602","282804.222568803","자동차야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","3377","","0","","","","","","","0","","","","3377",
"42","자동차야영장업","03_11_05_P","4580000","CDFI2262142015000001","2015-05-27","","01","영업/정상","13","영업중","","","","","041-953-2230","","325-872","충청남도 서천군 종천면 산천리 산 35-1","충청남도 서천군 종천면 희리산길 206","33612","국립희리산해송자연휴양림","2023-02-20 16:40:48","U","2023-02-22 02:40:00","","170200.699550809","290805.754301411","자동차야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","4432","","0","","","","","","","0","","","","4432",
"43","자동차야영장업","03_11_05_P","4580000","CDFI2262142022000001","2022-07-08","","01","영업/정상","13","영업중","","","","","","","","충청남도 서천군 한산면 축동리 238-6","충청남도 서천군 한산면 송마길 171","33623","블루아일랜드 캠핑장","2022-07-08 13:40:39","I","2022-07-12 00:22:29","","182820.158184427","289513.741059963","자동차야영장업","","관리지역","1","","","","기타","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","500000000","","","","0",
"44","자동차야영장업","03_11_05_P","4590000","CDFI2262142019000001","2019-02-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 대치면 광대리 409-6","충청남도 청양군 대치면 칠갑산로 668-21","33344","고목정","2021-01-05 12:51:28","U","2021-01-07 02:40:00","","186078.995027589","326385.567931058","자동차야영장업","","관리지역","","기타","","","환경위생시설","","","","","","","","","","","","","","195.55","","","","","","","","","100000000","","","","196",
"45","자동차야영장업","03_11_05_P","4590000","CDFI2262142016000002","2016-11-01","","01","영업/정상","13","영업중","","","","","041-942-8010","","","충청남도 청양군 청양읍 군량리 381-2","충청남도 청양군 청양읍 식물원길 398-1","33302","농업법인주식회사 고운힐링팜","2024-07-08 17:20:32","U","2024-07-10 02:40:00","","178947.384661401","326106.262332194","자동차야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","116","","0","","","","","","","0","","","","116",
"46","자동차야영장업","03_11_05_P","4590000","CDFI2262142013000001","2013-03-05","","01","영업/정상","13","영업중","","","","","041-940-2700","","345-891","충청남도 청양군 대치면 작천리 30-12","충청남도 청양군 대치면 까치내로 710","345-891","청양 칠갑산오토캠핑장","2024-01-09 10:18:32","U","2024-01-11 02:40:00","","","","자동차야영장업","","관리지역","0","","","","","0","0","0","500","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"47","자동차야영장업","03_11_05_P","4590000","CDFI2262142016000001","2016-06-09","","01","영업/정상","13","영업중","","","","","041-940-2706","","","충청남도 청양군 청남면 동강리 93번지","충청남도 청양군 청남면 금강변로 868-135","33364","청양동강리오토캠핑장","2020-02-26 14:19:47","U","2020-02-28 02:40:00","","197718.964877325","315282.4220904","자동차야영장업","","관리지역","","","","","","","","","","","","","","","","","","","330","","","","","","","","","","","","","330",
"48","자동차야영장업","03_11_05_P","4600000","CDFI2262142016000001","2016-08-23","","01","영업/정상","13","영업중","","","","","041-631-6160","","","충청남도 홍성군 서부면 상황리 208-1","충청남도 홍성군 서부면 서부서길 633-60","32204","상황오토캠핑장","2022-11-01 15:33:29","U","2022-11-03 02:40:00","","153072.156399579","342787.028223628","자동차야영장업","","관리지역","1","기타","","흥국화재해상보험(주)","근린생활시설","1","0","0","310","","","0","0","","0","0","","0","310.32","","0","","","","","","","50000000","","","","310",
"49","자동차야영장업","03_11_05_P","4600000","CDFI2262142024000001","2024-06-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 홍성군 홍북읍 상하리 88-20","충청남도 홍성군 홍북읍 용봉산1길 15","32251","내포캠핑스퀘어","2024-07-05 14:50:55","U","2024-07-07 02:40:00","","169688.500929333","349245.165573822","자동차야영장업","","관리지역","1","기타","","삼성화재","기타","1","0","34","252","","","0","0","","0","0","","0","5054","","0","","","","","","","0","","","","5054",
"50","자동차야영장업","03_11_05_P","4610000","CDFI2262142015000001","2015-08-07","","03","폐업","03","폐업","2021-05-17","","","","041-337-7401","","","충청남도 예산군 덕산면 사동리 88-19","충청남도 예산군 덕산면 온천단지3로 42-3","32406","주식회사 제이에스글로벌","2021-05-18 12:50:47","U","2021-05-20 02:40:00","","169221.825100198","354910.836403708","자동차야영장업","","관리지역","1","기타","","","사무실","1","","","18","","","","","","","","","","890","","","","","","","","","","","","","890",
"51","자동차야영장업","03_11_05_P","4610000","CDFI2262142013000001","2013-11-29","","01","영업/정상","13","영업중","","","","","041-339-8281","","340-832","충청남도 예산군 응봉면 후사리 136-3번지","충청남도 예산군 응봉면 예당관광로 123","32447","예당관광지 국민여가캠핑장","2019-04-19 17:43:08","U","2019-04-21 02:40:00","","181859.344315444","348400.269265071","자동차야영장업","","관리지역","3","기타","","","근린생활시설","2","1","","","","","","","","","","","","257.03","","","","","","","","","","","","","257",
"52","자동차야영장업","03_11_05_P","4610000","CDFI2262142022000001","2022-09-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 응봉면 지석리 410","충청남도 예산군 응봉면 응봉서로 280","32446","라온아이 오토캠핑장","2022-09-15 09:36:57","I","2022-09-17 00:22:25","","178806.933738904","348262.401581534","자동차야영장업","","관리지역","1","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","3777","","0","","","","","","","0","","","","3777",
"53","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000001","2015-06-22","","02","휴업","02","휴업","","2021-07-01","2022-06-30","","0416731066","","357-965","충청남도 태안군 안면읍 창기리 1304-3","충청남도 태안군 안면읍 삼봉길 209-3","32162","삼봉자동차야영장","2021-07-15 09:48:53","U","2021-07-17 02:40:00","","138677.35191895","341266.711182571","자동차야영장업","","관리지역","0","기타","","","","0","0","0","195","","","0","0","","0","0","","0","22000","","0","","","","","","","0","","","","22000",
"54","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000003","2015-08-03","","01","영업/정상","13","영업중","","","","","0416727267","","","충청남도 태안군 남면 신장리 353-116","충청남도 태안군 남면 몽산포길 63-43","32153","몽산포자동차야영장","2020-10-14 17:29:59","U","2020-10-16 02:40:00","","136378.403888425","352255.754646119","자동차야영장업","","","","기타","","","기타","","","","302","","","","","","","","","","302.4","","","","","","","","","","","","","302",
"55","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000002","2015-07-10","","01","영업/정상","13","영업중","","","","","0416743224","","357-914","충청남도 태안군 원북면 방갈리 515-79","충청남도 태안군 원북면 옥파로 1152-37","32105","학암포자동차야영장","2020-10-14 17:23:09","U","2020-10-16 02:40:00","","129289.596253533","377613.751243462","자동차야영장업","","","","","","","","","","","661","","","","","","","","","","660.74","","","","","","","","","","","","","661",
"56","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000004","2015-09-03","","01","영업/정상","13","영업중","","","","","041-674-9255","","","충청남도 태안군 소원면 법산리 897","충청남도 태안군 소원면 법산길 160-20","32119","태안별빛오토캠핑장","2024-04-18 11:11:01","U","2024-04-20 02:40:00","","127058.272667478","360880.573242322","자동차야영장업","","관리지역","0","기타","","","기타","0","0","0","533","","","0","0","","0","0","","0","18306","","0","","","","","","","3200000000","","","","18306",
"57","자동차야영장업","03_11_05_P","4620000","CDFI2262142016000001","2016-03-08","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 황촌리 800-95번지","충청남도 태안군 원북면 옥파로 1019","32106","태안라온캠핑장","2019-03-18 18:15:55","U","2019-03-20 02:40:00","","128804.713804621","376386.84499818","자동차야영장업","","관리지역","","기타","","","기타","1","","","127","","","","","","","","","","127.47","","","","","","","","","","","","","127",
