"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","일반유원시설업","03_07_09_P","4500000","CDFI5271001996000001","1996-05-18","","03","폐업","03","폐업","2024-06-12","","","","","","314-813","충청남도 공주시 의당면 청룡리 298-3","충청남도 공주시 의당면 의당전의로 153-9","","공주세종 패밀리랜드","2024-06-12 14:54:48","U","2024-06-15 02:40:00","","213786.615895428","333558.989645328","허가유원시설업","유원시설업","주거지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","2000","검사대상(3종) : 미니바이킹, 미니 아스트로, 미니 회전컵 / 미검사대상 12종(17대)","0","Y","N","N","N","","","0","","","","2000",
"12","일반유원시설업","03_07_09_P","4500000","CDFI5271002013000001","2013-01-23","","03","폐업","03","폐업","2014-01-25","","","","","","314-050","충청남도 공주시 중동 147-273번지","충청남도 공주시 가구점길 10 (중동)","314-050","디스코팡야","2014-02-11 15:54:36","I","2018-08-31 23:59:59","","211057.235360647","328244.280374122","허가유원시설업","","일반상업지역","1","기타","","","유기장","1","","","","","","","","","","","","","224.79","1","","Y","","","Y","","","","","","","225",
"13","일반유원시설업","03_07_09_P","4500000","CDFI5271002022000001","2022-10-04","","03","폐업","03","폐업","2022-10-11","","","","","","","경기도 광명시 광명동 158-1019","경기도 광명시 오리로984번안길 15 (광명동)","14202","고구려 기획","2023-01-10 11:09:07","U","2023-01-12 02:40:00","","186893.679779036","442022.492007718","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니바이킹","0","","","","","","","0","","","","0",
"14","일반유원시설업","03_07_09_P","4500000","CDFI5271002023000001","2023-09-22","","03","폐업","03","폐업","2023-10-10","","","","","","","충청남도 공주시 웅진동 360","충청남도 공주시 관광단지길 34 (웅진동)","32535","곰두리열차","2023-10-10 17:39:20","U","2023-10-12 02:40:00","","209924.476375244","329453.360206149","허가유원시설업","","주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","일반유원시설업","03_07_09_P","4500000","CDFI5271002014000001","2014-06-30","","01","영업/정상","13","영업중","","","","","041-840-2192","","314-020","충청남도 공주시 웅진동 437","충청남도 공주시 백제큰길 2104 (웅진동)","32535","시설관리사업소(공주시 곰나루 어린이 수영장)","2024-07-12 16:03:35","U","2024-07-14 02:40:00","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종2대","0","Y","","Y","Y","","","0","","","","0",
"16","일반유원시설업","03_07_09_P","4510000","CDFI5271002006000001","2006-07-26","","03","폐업","03","폐업","2006-08-20","","","","","","355-944","충청남도 보령시 신흑동 1785번지 공유수면","충청남도 보령시 해수욕장4길 138  (신흑동,공유수면)","","행운회전그네","2009-07-20 15:12:52","I","2018-08-31 23:59:59","","156263.82206709","312345.659283699","허가유원시설업","유원시설업","","","기타","","","유기장","","","","","","","","","","","","","","36","","","N","N","N","N","","","","","","","36",
"17","일반유원시설업","03_07_09_P","4510000","CDFI5271002006000002","2006-07-26","","03","폐업","03","폐업","2006-08-31","","","","041-936-3456","","355-851","충청남도 보령시 웅천읍 관당리 792번지 지번선 공유수면","","","무창회전그네","2009-07-20 15:14:33","I","2018-08-31 23:59:59","","","","허가유원시설업","유원시설업","","","기타","","","유기장","","","","","","","","","","","","","","81","","","","","","","","","","","","","81",
"18","일반유원시설업","03_07_09_P","4510000","CDFI5271002007000002","2007-08-08","","03","폐업","03","폐업","2007-08-31","","","","","","355-851","충청남도 보령시 웅천읍 관당리 792번지선(공유수면)","","","무창회전그네","2009-07-20 15:15:54","I","2018-08-31 23:59:59","","","","허가유원시설업","유원시설업","관리지역","","기타","","","유기장","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"19","일반유원시설업","03_07_09_P","4510000","CDFI5271002009000001","2009-07-27","","03","폐업","03","폐업","2009-08-18","","","","041-936-3456","","355-851","충청남도 보령시 웅천읍 관당리 792-4번지 공유수면","충청남도 보령시 웅천읍 열린바다2길 26  (공유수면)","","무창회전그네","2009-08-20 16:24:43","I","2018-08-31 23:59:59","","158399.691051171","305218.901495351","허가유원시설업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","","1종(안전성검사대상)","","","","","","","","","","","","",
"20","일반유원시설업","03_07_09_P","4510000","CDFI5271002010000001","2010-07-16","","03","폐업","03","폐업","2010-07-26","","","","041-930-3872","","355-150","충청남도 보령시 신흑동 1029-1번지","","","보령머드축제추진위원회","2010-08-16 10:40:39","I","2018-08-31 23:59:59","","","","허가유원시설업","","관리지역","","","","","","","","","","","","","","","","","","","","안전성검사대상 유기기구 4종(4대), 안전성검사 대상이 아닌 유기기구 6종(9대)","","","","","","","","","","","","",
"21","일반유원시설업","03_07_09_P","4510000","CDFI5271002011000001","2011-07-18","","03","폐업","03","폐업","2011-07-25","","","","041-930-3872","","355-150","충청남도 보령시 신흑동 자-3 (대천해수욕장 머드광장)","","","보령머드축제","2011-07-28 09:09:38","I","2018-08-31 23:59:59","","","","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","안전성검사 대상 유기기구 3종, 안전성검사 대상이 아닌 유기기구 8종","","Y","","Y","Y","","","","","","","",
"22","일반유원시설업","03_07_09_P","4510000","CDFI5271002011000002","2011-10-28","","03","폐업","03","폐업","2020-01-23","","","","041-936-4100,5100","","355-940","충청남도 보령시 명천동 768-10번지","충청남도 보령시 옥마벚길 64 (명천동)","33482","대천레일바이크 (주)아이티베이","2020-01-22 19:02:54","U","2020-01-24 02:40:00","","165815.859880878","314132.199459728","허가유원시설업","","관리지역","1","기타","","","유기장","1","1","","","","","","","","","","","","","","","Y","","","Y","","","","","","","",
"23","일반유원시설업","03_07_09_P","4510000","CDFI5271002012000001","2012-07-13","","03","폐업","03","폐업","","","","","041)930-3882","","355-943","충청남도 보령시 신흑동 2268번지","","","(재)보령머드축제조직위원회","2019-01-07 09:09:01","U","2019-01-09 02:40:00","","","","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","안전성검사대상 4, 안전성검사비대상 7","","Y","","Y","Y","","","","","","","",
"24","일반유원시설업","03_07_09_P","4510000","CDFI5271002013000002","2013-07-18","","03","폐업","03","폐업","2017-11-08","","","","041-930-3882","","","충청남도 보령시 신흑동 2269-1번지","충청남도 보령시 해수욕장10길 5 (신흑동)","33489","재단법인 보령머드축제조직위원회","2017-11-09 09:33:34","I","2018-08-31 23:59:59","","156010.073345877","312779.15512824","허가유원시설업","","","","","","","","1","","","","","","","","","","","","","","2종10대(안전성검사대상1종3대, 비대상1종7대)","","Y","","Y","Y","","","","","","","",
"25","일반유원시설업","03_07_09_P","4510000","CDFI5271002018000001","2018-07-11","","03","폐업","03","폐업","2018-07-23","","","","041-930-3882","","","충청남도 보령시 신흑동 2022번지","충청남도 보령시 대해로 897-15 (신흑동)","33487","보령머드축제","2018-11-21 15:04:54","U","2018-11-23 02:36:07","","156559.083220247","311620.605420988","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","8종 9대","2","Y","","Y","Y","","","","","","","",
"26","일반유원시설업","03_07_09_P","4510000","CDFI5271002003000002","2003-01-28","","03","폐업","03","폐업","2006-04-17","","","","","","355-944","충청남도 보령시 신흑동 805-4번지","","","대천카니발랜드","2009-07-20 15:30:12","I","2018-08-31 23:59:59","","","","허가유원시설업","유원시설업","","2","기타","","","유기장","2","","","","","","","","","","","","","1861","10","","Y","Y","N","Y","","","","","","","1861",
"27","일반유원시설업","03_07_09_P","4510000","CDFI5271002004000001","2004-08-03","","03","폐업","03","폐업","2004-08-31","","","","","","355-150","충청남도 보령시 신흑동","","","행운회전그네","2004-09-06 16:20:25","I","2018-08-31 23:59:59","","","","허가유원시설업","유원시설업","","1","","","","유기장","1","","","","","","","","","","","","","171","","","N","N","N","N","","","","","","","171",
"28","일반유원시설업","03_07_09_P","4510000","CDFI5271002005000001","2005-07-05","","03","폐업","03","폐업","2005-09-05","","","","","","355-944","충청남도 보령시 신흑동 1785번지 공유수면","충청남도 보령시 해수욕장4길 138  (신흑동,공유수면)","","행운회전그네","2005-09-08 14:28:05","I","2018-08-31 23:59:59","","156263.82206709","312345.659283699","허가유원시설업","유원시설업","","","","","","기타","","","","","","","","","","","","","","180","","","N","N","N","N","","","","","","","180",
"29","일반유원시설업","03_07_09_P","4510000","CDFI5271002005000002","2005-07-26","","03","폐업","03","폐업","2005-08-31","","","","","","355-851","충청남도 보령시 웅천읍 관당리 792번지","","","무창회전그네","2006-06-24 15:06:52","I","2018-08-31 23:59:59","","","","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","300","","","N","N","N","N","","","","","","","300",
"30","일반유원시설업","03_07_09_P","4510000","CDFI5271002019000001","2019-07-18","","03","폐업","03","폐업","2019-07-29","","","","","","","충청남도 보령시 신흑동 2269-1번지","충청남도 보령시 해수욕장10길 5 (신흑동)","33489","(재)보령축제관광재단","2019-07-30 12:08:34","U","2019-08-01 02:40:00","","156010.073345877","312779.15512824","허가유원시설업","","관리지역","","기타","","","","","","","","","","","","","","","","","","4종 9대(허가전검사: 2종 2대, 확인검사대상: 2종 7대)","","Y","","Y","Y","","","","","","","",
"31","일반유원시설업","03_07_09_P","4510000","CDFI5271002022000001","2022-07-15","","03","폐업","03","폐업","2022-08-16","","","","0419300891","","","충청남도 보령시 신흑동 2282","","","(재)보령축제관광재단","2022-10-07 09:04:55","U","2022-10-09 02:40:00","","156376.246925139","312757.477694791","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3종 13대","0","","","","","","","0","","","","0",
"32","일반유원시설업","03_07_09_P","4510000","CDFI5271002023000001","2023-07-20","","01","영업/정상","13","영업중","","","","","041-930-0891","","","충청남도 보령시 신흑동 2283-1","충청남도 보령시 고잠2길 55 (신흑동)","33489","보령축제관광재단","2023-07-20 18:40:44","I","2023-07-22 00:18:52","","156183.148982943","312811.217785219","허가유원시설업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","5종 15대(안전성 검사 대상: 3대, 확인 검사 대상: 12대)","0","","","","","","","0","","","","0",
"33","일반유원시설업","03_07_09_P","4510000","CDFI5271002016000001","2016-06-09","","01","영업/정상","13","영업중","","","","","931 1180,931 1422","","","충청남도 보령시 신흑동 2209-4","충청남도 보령시 해수욕장10길 75 (신흑동, 스카이바이크매표소)","33489","대천해수욕장 스카이바이크","2024-07-09 15:41:37","U","2024-07-11 02:40:00","","155628.583332384","313416.324768617","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","스카이바이크(1종 40대) ,견인바이크 1대별도","0","Y","","Y","Y","","","0","","","","0",
"34","일반유원시설업","03_07_09_P","4510000","CDFI5271002024000001","2024-07-19","","01","영업/정상","13","영업중","","","","","041-930-0891","","","충청남도 보령시 신흑동 2283-1","충청남도 보령시 고잠2길 55, 보령축제관광재단 (신흑동)","33489","보령축제관광재단","2024-07-19 09:16:40","I","2024-07-21 00:14:12","","156183.148982943","312811.217785219","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","10대","0","","","","","","","0","","","","0",
"35","일반유원시설업","03_07_09_P","4520000","CDFI5271002015000001","2015-01-20","","02","휴업","02","휴업","","2023-12-04","2024-12-04","","","","336-818","충청남도 아산시 온천동 207-16","충청남도 아산시 온양역길 48 (온천동)","31566","스타디스코팡팡","2023-12-04 20:20:33","U","2023-12-06 02:40:00","","199837.079112058","364404.614800209","허가유원시설업","","상업지역","3","주택가주변","","","유기장","3","0","0","0","","","0","0","","0","0","","0","107.39","타가다디스코 1개","0","","","","","","","0","","","","107",
"36","일반유원시설업","03_07_09_P","4520000","CDFI5271002015000002","2015-05-07","","03","폐업","03","폐업","2023-10-11","","","","041-539-4614","","336-813","충청남도 아산시 염치읍 백암리 298-1","충청남도 아산시 염치읍 현충사길 126","31451","현충사관리소(충무공이순신기념관)","2023-10-13 14:05:39","U","2023-10-15 02:40:00","","202731.799961491","367154.489648483","허가유원시설업","","","1","","","","문화시설","","","","","","","","","","","","","","210.25","4D영상관 1종","","","","","","","","","","","","210",
"37","일반유원시설업","03_07_09_P","4520000","CDFI5271002023000001","2023-08-11","","03","폐업","03","폐업","2023-08-16","","","","","","","충청남도 아산시 방축동 5 신정호공원","충청남도 아산시 신정로 616, 신정호공원(남산근린공원) (방축동)","31564","SUMMER FESTIVAL 워터슬라이드 IN 신정호(한시영업)","2023-08-16 15:27:25","U","2023-08-18 02:40:00","","198576.147821162","363446.2371224","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","워터슬라이드 2개","0","","","","","","","0","","","","0",
"38","일반유원시설업","03_07_09_P","4520000","CDFI5271002008000001","2008-06-13","","01","영업/정상","13","영업중","","","","","041-537-7117","","336-912","충청남도 아산시 도고면 기곡리 180-1","충청남도 아산시 도고면 도고온천로 176","31547","(주)파라다이스 도고지점","2024-06-28 14:43:38","U","2024-06-30 02:40:00","","189856.909152138","362685.559940093","허가유원시설업","유원시설업","일반상업지역","3","기타","","","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","4987.81","검사대상 유기기구 4대(4종), 비검사대상 2대(1종)","1","","","","","","","0","","","","4988",
"39","일반유원시설업","03_07_09_P","4520000","CDFI5271002013000001","2013-05-03","","01","영업/정상","13","영업중","","","","","041-547-7882","","336-914","충청남도 아산시 도고면 신언리 142-1","충청남도 아산시 도고면 아산만로 199-7","31550","홍익관광개발(주)","2023-09-14 18:18:42","U","2023-09-16 02:40:00","","188073.675895553","362245.093782279","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2792","레일바이크 50대, 레일 4.2km왕복(5.2km에서 변경)","1","Y","","","Y","","","0","","","","2792",
"40","일반유원시설업","03_07_09_P","4530000","CDFI5271002017000001","2017-06-23","","01","영업/정상","13","영업중","","","","","041-661-8048","","","충청남도 서산시 부석면 창리 259-29","충청남도 서산시 부석면 천수만로 655-73, 2동 (서산시버드랜드)","32022","서산버드랜드사업소","2023-01-05 16:49:17","U","2023-05-26 08:48:36","","144333.961429421","347912.265387109","허가유원시설업","","","2","","","","문화시설","2","0","0","0","","","0","0","","0","0","","0","395.89","다이나믹시트 1개","0","","","","","","","0","","","","396",
"41","일반유원시설업","03_07_09_P","4540000","CDFI5271002014000001","2014-05-22","","01","영업/정상","13","영업중","","","","","","","320-882","충청남도 논산시 벌곡면 도산리 93-7","충청남도 논산시 벌곡면 수락계곡길 58","33028","대둔산빌리지","2024-06-13 17:06:45","U","2024-06-15 02:40:00","","228005.320467962","295349.983551504","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","450","수중모험놀이","0","Y","","","Y","","","0","","","","450",
"42","일반유원시설업","03_07_09_P","4540000","CDFI5271002016000001","2016-07-07","","01","영업/정상","13","영업중","","","","","0427428866","","","충청남도 논산시 양촌면 양촌리 454-1번지","충청남도 논산시 양촌면 이메길 25","33025","양촌유원지","2016-11-14 10:50:28","I","2018-08-31 23:59:59","","222110.079097354","292193.957642499","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","수중모험놀이, 바디슬라이드","","Y","","","Y","","","","","","","",
"43","일반유원시설업","03_07_09_P","4550000","CDFI5271001990000001","1990-07-26","","03","폐업","03","폐업","2017-10-18","","","","041-753-6235","","312-944","충청남도 금산군 추부면 성당리 2-2번지","충청남도 금산군 추부면 성당로 247","","서대산드림리조트(주)","2017-10-19 15:11:39","I","2018-08-31 23:59:59","","247966.691891675","303872.351387465","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","4","","Y","N","Y","Y","","","","","","","",
"44","일반유원시설업","03_07_09_P","4550000","CDFI5271002011000001","2011-09-19","","03","폐업","03","폐업","2011-10-03","","","","041-750-4854","","312-804","충청남도 금산군 금산읍 신대리 392","충청남도 금산군 금산읍 인삼광장로 30","","2011 금산세계인삼엑스포","2021-08-26 10:09:30","U","2021-08-28 02:40:00","","245047.86559447","288947.854490912","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 1종(인삼코끼리열차 2개)","0","","","","","","","0","","","","0",
"45","일반유원시설업","03_07_09_P","4570000","CDFI5271002015000001","2015-04-22","","03","폐업","03","폐업","2018-04-11","","","","","","","충청남도 부여군 규암면 합정리 166-1번지","충청남도 부여군 규암면 백제문로 387 (롯데프리미엄아울렛)","33115","주식회사 유레카커뮤니케이션","2018-08-22 13:00:20","I","2018-08-31 23:59:59","","","","허가유원시설업","","관리지역","","기타","","","","1","","","","","","","","","","","","","82","1종","","Y","","","Y","","","","","","","82",
"46","일반유원시설업","03_07_09_P","4570000","CDFI5271002022000001","2022-07-29","","03","폐업","03","폐업","2022-08-27","","","","042-367-4803","","","충청남도 부여군 규암면 합정리 172 롯데프리미엄아울렛","충청남도 부여군 규암면 백제문로 387, 롯데프리미엄아울렛","33115","IM커뮤니케이션","2022-10-26 16:58:06","U","2022-10-28 02:40:00","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안정성 검사 대상 1종","0","","","","","","","0","","","","0",
"47","일반유원시설업","03_07_09_P","4570000","CDFI5271002010000001","2010-08-25","","01","영업/정상","13","영업중","","","","","041-939-1102","","323-812","충청남도 부여군 규암면 합정리 578","충청남도 부여군 규암면 백제문로 400","33115","(주)호텔롯데","2023-09-12 08:54:34","U","2023-09-14 02:40:00","","191011.994835623","311472.3715919","허가유원시설업","","","10","기타","","","숙박시설","10","1","0","0","","","0","0","","0","0","","0","0","유수풀(실내외) 1종, 모험놀이 1종","1","","","","","","","0","","","","0",
"48","일반유원시설업","03_07_09_P","4570000","CDFI5271002018000001","2018-04-13","","01","영업/정상","13","영업중","","","","","","","","충청남도 부여군 규암면 합정리 172번지 롯데프리미엄아울렛","충청남도 부여군 규암면 백제문로 387, 롯데프리미엄아울렛 1층 와트만기차호","33115","비비 엔터프라이즈","2018-04-13 15:37:04","I","2018-08-31 23:59:59","","","","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","무궤도열차 1종","","","","","","","","","","","","",
"49","일반유원시설업","03_07_09_P","4570000","CDFI5271002018000002","2018-05-16","","01","영업/정상","13","영업중","","","","","041-408-7275","","","충청남도 부여군 규암면 합정리 138 백제역사문화관","충청남도 부여군 규암면 백제문로 455","33115","백제문화단지","2023-09-12 08:51:53","U","2023-09-14 02:40:00","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전검사 대상 유기기구: 무궤도열차","0","","","","","","","0","","","","0",
"50","일반유원시설업","03_07_09_P","4570000","CDFI5271002022000002","2022-08-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 부여군 규암면 합정리 138 저잣거리 3동","충청남도 부여군 규암면 백제문로 455, 저잣거리 3동","33115","(주)부여관광","2024-06-11 13:34:57","U","2024-06-13 02:40:00","","","","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사 대상 유기시설 또는 유기기구 1종 : 모노레일","0","","","","","","","0","","","","0",
"51","일반유원시설업","03_07_09_P","4580000","CDFI5271002005000002","2005-08-09","","02","휴업","02","휴업","","2023-07-06","2024-07-06","","","","325-813","충청남도 서천군 마서면 도삼리 71-10","충청남도 서천군 마서면 장산로855번길 20","33657","드림월드수영장","2023-07-06 16:20:27","U","2023-07-08 02:40:00","","176103.981357368","280023.46468912","허가유원시설업","유원시설업","관리지역","1","기타","","","유기장","1","","","","","","","","","","","","","137.66","안전성검사대상 2종","","Y","Y","N","Y","","","","","","","138",
"52","일반유원시설업","03_07_09_P","4580000","CDFI5271001997000001","1997-09-12","","01","영업/정상","13","영업중","","","","","041-957-0525","","325-813","충청남도 서천군 마서면 도삼리 73-1","충청남도 서천군 마서면 장산로855번길 13","33657","금강하구둑 놀이동산","2024-07-09 13:51:28","U","2024-07-11 02:40:00","","176122.477572935","279919.960093103","허가유원시설업","유원시설업","관리지역","1","기타","","","유기장","1","0","0","0","","","0","0","","0","0","","0","2521.5","","0","Y","N","N","N","","","0","","","","2522",
"53","일반유원시설업","03_07_09_P","4580000","CDFI5271002005000001","2005-06-18","","01","영업/정상","13","영업중","","","","","","","325-813","충청남도 서천군 마서면 도삼리 73-2번지","충청남도 서천군 마서면 장산로855번길 11","33657","금강랜드","2011-10-30 13:13:02","I","2018-08-31 23:59:59","","176155.133036621","279908.70694336","허가유원시설업","유원시설업","관리지역","","기타","","","근린생활시설","","","","","","","","","","","","","","105.71","안정성검사대상 유기기구 2종","","Y","N","N","Y","","","","","","","106",
"54","일반유원시설업","03_07_09_P","4580000","CDFI5271002009000001","2009-10-09","","01","영업/정상","13","영업중","","","","","041-957-2005","","325-813","충청남도 서천군 마서면 도삼리 71-1","충청남도 서천군 마서면 장산로855번길 36","33657","금강웰빙타운","2024-07-30 10:49:08","U","2024-08-02 02:40:00","","176064.706123528","280041.094033516","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
